Invoice No,Country Code,Sales ($),Margin ($),Margin (%),Vendor,Customer,Partner,End User,Invoice Date,Type,oSpace Program Name,ProgramID
329986-01,AU,5122.19,179.48,0.0350397,Mimecast,The Trustee for COMUNET UNIT TRUST,The Trustee for COMUNET UNIT TRUST,Korvest,30/12/2024,Others,,
327798-05,AU,189.7985,28.4722,0.150012777,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,30/12/2024,Others,,
326274-08,AU,278.363,41.7517,0.149990121,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,30/12/2024,Others,,
330287-01,AU,3333.1052,1518.2385,0.455502725,Fortinet,The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),The Trustee for The K & R Harm Management Services Trust ( Managed Solutions ),Managed Solutions,30/12/2024,Control,,
328373-01,AU,2120.9232,168.1332,0.079273592,SentinelOne,Velvet Systems,Velvet Systems,Velvet Systems,30/12/2024,Others,,
329020-01,AU,90814.7574,13571.2548,0.149438871,Automation Anywhere,Western Power,Western Power,Western Power,30/12/2024,Others,,
330462-01,AU,13288.5,1196.13,0.090012417,Micro Focus,WyldLynx Pty Ltd,WyldLynx Pty Ltd,Fremantle Port Authority,30/12/2024,Others,,
329999-01,AU,11409.6,913.1088,0.08002987,Druva,ANABELLE BITS PTY LTD T/A ASI Solutions,ANABELLE BITS PTY LTD T/A ASI Solutions,TOOWOOMBA CHRISTIAN COLLEGE LIMITED,31/12/2024,Target,,
329447-01,AU,56281.4479,2251.2579,0.04,IBM,ARXIS GROUP PTY LTD,ARXIS GROUP PTY LTD,ARXIS GROUP PTY LTD,31/12/2024,Target,,
330387-01,AU,7068.5284,284.5366,0.040254008,Fortinet,Atthis Sept Pty Ltd  -  t/a Portal Technology,Atthis Sept Pty Ltd  -  t/a Portal Technology,St Andrews Anglican College,31/12/2024,Target,,
330293-04,AU,133173.31,7062.3933,0.053031597,Fortinet,BAMITS Pty Ltd,BAMITS Pty Ltd,Chairo Christian School,31/12/2024,Target,,
330469-01,AU,174673.8,12227.16,0.069999966,Imperva,DATA#3 LIMITED,DATA#3 LIMITED,Australian Pharmaceutical Industries Ltd,31/12/2024,Target,,
330466-01,AU,0,-217.93,-Infinity,Nozomi Networks,DATA#3 LIMITED,DATA#3 LIMITED,ICON DISTRIBUTION INVESTMENTS LIMITED AND JEMENA NETWORKS (ACT) PTY LTD,31/12/2024,Target,,
330312-01,AU,43082.7024,6692.0752,0.155330906,Nozomi Networks,DATA#3 LIMITED,DATA#3 LIMITED,ICON DISTRIBUTION INVESTMENTS LIMITED AND JEMENA NETWORKS (ACT) PTY LTD,31/12/2024,Target,,
330000-01,AU,3544.74,934.0632,0.26350683,Fortinet,ITtelligent Consulting Services  - ( Virtual IT ),ITtelligent Consulting Services  - ( Virtual IT ),AWN Food & Fibre Holdings Pty Ltd,31/12/2024,Target,,
330474-01,AU,41024.88,2564.055,0.0625,SolarWinds Europe,NTT Australia Pty Ltd,NTT Australia Pty Ltd,AGL Energy Limited,31/12/2024,Target,,
328164-01,AU,61554.76,4924.33,0.079999175,Micro Focus,NTT Australia Pty Ltd,NTT Australia Pty Ltd,BUPA AGED CARE AUSTRALIA PTY LTD,31/12/2024,Target,,
329862-02,AU,82193.9272,6672.8839,0.081184634,"Crowdstrike, Inc.",ONESTEP GROUP (WA) PTY LTD,ONESTEP GROUP (WA) PTY LTD,Coogee Chemicals,31/12/2024,Target,,
329971-01,AU,11760.8223,593.7219,0.050483026,Netskope,PRJ CONSULTING PTY LTD t/a 3columns,PRJ CONSULTING PTY LTD t/a 3columns,Cluey Learning,31/12/2024,Target,,
330124-01,AU,411955.6098,28246.9853,0.068568032,ExtraHop,Security Centric Pty Ltd,Security Centric Pty Ltd,NINE ENTERTAINMENT CO. PTY LTD,31/12/2024,Target,,
330477-01,AU,45143.87,2821.6025,0.06250245,SolarWinds Europe,Stott & Hoare,Stott & Hoare,DEPARTMENT OF COMMUNITIES,31/12/2024,Target,,
330494-01,AU,0,-55.35,-Infinity,Gigamon,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Telstra Limited,31/12/2024,Target,,
330087-01,AU,7296.528,669.0905,0.091699847,Gigamon,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Telstra Limited,31/12/2024,Target,,
329399-01,AU,7900.5262,395.0262,0.049999986,Okta,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Insurance And Care NSW (Trading as iCARE NSW),31/12/2024,Target,,
330200-01,AU,215271.9005,11057.7355,0.051366367,ExtraHop,The Missing Link Network Integration Pty Ltd,The Missing Link Network Integration Pty Ltd,La Trobe Financial,31/12/2024,Target,,
328344-01,AU,2412,193.2,0.080099502,Barracuda,Virtual Graffiti Australia Pty Ltd,Virtual Graffiti Australia Pty Ltd,SYDNEY SUPERDOME PTY LTD (T/A QUDOS BANK ARENA),31/12/2024,Target,,
329773-02,AU,5909.1,709.1,0.120001354,Fortinet,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ZIRILIO,31/12/2024,Control,,
328846-03,AU,21052.6316,1052.6316,0.050000001,Okta,Anatas Pty Ltd  - T/A Atturra Data & Integration,Anatas Pty Ltd  - T/A Atturra Data & Integration,(THE) NETWORK FOR LEARNING LIMITED,31/12/2024,Others,,
328846-02,AU,21578.9474,1078.9474,0.050000001,Okta,Anatas Pty Ltd  - T/A Atturra Data & Integration,Anatas Pty Ltd  - T/A Atturra Data & Integration,(THE) NETWORK FOR LEARNING LIMITED,31/12/2024,Others,,
330249-01,AU,26043.36,515.36,0.019788537,Proofpoint,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,University of New South Wales,31/12/2024,Control,,
330242-01,AU,212340.2163,7906.4391,0.03723477,CyberArk,Baidam Solutions Pty Ltd,Baidam Solutions Pty Ltd,Qantas Airways Limited,31/12/2024,Control,,
330094-01,AU,3835.5828,460.4628,0.120050283,Barracuda,Calibre One Pty Ltd,Calibre One Pty Ltd,EBL Disability Services Inc,31/12/2024,Control,,
328319-01,AU,1604,160.38,0.099987531,Micro Focus,CFI TRUST (NET EFFECTS PTY LTD),CFI TRUST (NET EFFECTS PTY LTD),Christians for Israel Australia,31/12/2024,Others,,
329802-02,AU,-6209.8095,0,0,Imperva,CyberCX Pty Ltd,CyberCX Pty Ltd,Northern Beaches Council,31/12/2024,Control,,
324632-01,AU,8848.4842,444.1939,0.050199999,Gigamon,CyberCX Pty Ltd,CyberCX Pty Ltd,The University of Melbourne,31/12/2024,Control,,
324394-02,AU,127068.7616,6378.8518,0.0502,Gigamon,CyberCX Pty Ltd,CyberCX Pty Ltd,The University of Melbourne,31/12/2024,Control,,
320084-03,AU,53219.9502,1595.5002,0.029979363,Okta,CyberCX Pty Ltd,CyberCX Pty Ltd,The Greater Metropolitan Cemeteries Trust,31/12/2024,Control,,
329382-01,AU,313.93,39.45,0.125664957,SolarWinds Europe,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,NSW Rural Fire Service,31/12/2024,Control,,
330376-01,AU,429.52,59.6866,0.138961166,Fortinet,Di Ciano Family Trust t/a MDCnet Computers,Di Ciano Family Trust t/a MDCnet Computers,Constructive PD,31/12/2024,Control,,
330173-01,AU,481416.39,24057.7995,0.049972955,Gigamon,Exclusive Networks Pty Ltd,Exclusive Networks Pty Ltd,Telstra Limited,31/12/2024,Control,,
330491-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330478-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330465-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330441-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330440-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330409-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330407-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330402-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330400-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330391-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330357-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330324-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330305-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330294-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
329800-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
329735-01,AU,0,0,NaN,Fortinet,Fortinet Australia,Fortinet Australia,,31/12/2024,Control,,
330126-01,AU,399491.2,16165.54,0.040465322,Proofpoint,Fujitsu Australia Limited (NSW),Fujitsu Australia Limited (NSW),GOLD COAST CITY COUNCIL,31/12/2024,Others,,
329746-01,AU,9349.1208,701.1842,0.075000015,Fortinet,Huon IT Pty Ltd,Huon IT Pty Ltd,BIC Services Pty Ltd,31/12/2024,Control,,
328390-01,AU,23469.7905,1169.8605,0.049845375,SentinelOne,IPSec Pty Ltd,IPSec Pty Ltd,IPSec Pty Ltd,31/12/2024,Control,,
330447-01,AU,337225.56,20264.38,0.060091471,Micro Focus,K J ROSS & ASSOCIATES PTY LTD,K J ROSS & ASSOCIATES PTY LTD,DEPARTMENT OF HEALTH,31/12/2024,Others,,
330254-01,AU,605.6,48.74,0.080482166,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Lower Murray Urban and Rural Water Corporation - T/as Lower Murray Water,31/12/2024,Others,,
330373-02,AU,444.02,79.92,0.179991892,Fortinet,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,MC Labour Services Pty Ltd,31/12/2024,Control,,
330043-01,AU,0,0,NaN,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),31/12/2024,Control,,
329959-01,AU,5947.4406,300.3724,0.050504481,Netskope,Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),MTC AUSTRALIA LIMITED,31/12/2024,Control,,
330224-01,AU,337763.01,10133.0112,0.030000358,Cloudera,Nuvento Pty Ltd,Nuvento Pty Ltd,Department of Home Affairs,31/12/2024,Others,,
330255-01,AU,321.0399,-71.8171,-0.223701478,Fortinet,Orange Business Services Australia Pty Ltd,Orange Business Services Australia Pty Ltd,KERING AUSTRALIA PTY LTD,31/12/2024,Control,,
326380-08,AU,413.6297,62.0525,0.15001945,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/12/2024,Others,,
325184-11,AU,357.3226,53.5987,0.150000868,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",31/12/2024,Others,,
C330488-01,AU,-6237.015,-237.015,0.038001352,Mimecast,PHILLIPS IT PTY LIMITED,PHILLIPS IT PTY LIMITED,,31/12/2024,Others,,
330489-01,AU,6000,0,0,Mimecast,PHILLIPS IT PTY LIMITED,PHILLIPS IT PTY LIMITED,Peddle Thorp Walker Pty Ltd,31/12/2024,Others,,
C330487-01,AU,-914.4,-54.9,0.06003937,Oracle,PrimeQ Pty Ltd,PrimeQ Pty Ltd,,31/12/2024,Others,,
C330486-01,AU,-914.4,-54.9,0.06003937,Oracle,PrimeQ Pty Ltd,PrimeQ Pty Ltd,,31/12/2024,Others,,
C330485-01,AU,-33290.13,-2010.774,0.060401506,Oracle,PrimeQ Pty Ltd,PrimeQ Pty Ltd,,31/12/2024,Others,,
C330484-01,AU,-33290.13,-2010.774,0.060401506,Oracle,PrimeQ Pty Ltd,PrimeQ Pty Ltd,,31/12/2024,Others,,
C330483-01,AU,-79555.47,-4762.77,0.059867285,Oracle,PrimeQ Pty Ltd,PrimeQ Pty Ltd,,31/12/2024,Others,,
C330482-01,AU,-79555.47,-4762.77,0.059867285,Oracle,PrimeQ Pty Ltd,PrimeQ Pty Ltd,,31/12/2024,Others,,
330393-01,AU,67483.8236,4440.2036,0.065796562,Okta,Restack Technology Pty Ltd,Restack Technology Pty Ltd,Resimac Limited,31/12/2024,Others,,
330015-01,AU,69398.2028,5521.9076,0.079568452,Netskope,Restack Technology Pty Ltd,Restack Technology Pty Ltd,QUDOS MUTUAL LTD,31/12/2024,Others,,
330468-01,AU,0,-221.69,-Infinity,Nozomi Networks,Schneider Electric (Australia) Pty Ltd,Schneider Electric (Australia) Pty Ltd,Metro Trains Sydney Pty Ltd,31/12/2024,Others,,
329493-01,AU,20916,840,0.040160643,Proofpoint,Securite Pty Ltd,Securite Pty Ltd,AUSTRALIAN HEALTH & NUTRITION ASSOCIATION LIMITED,31/12/2024,Others,,
329611-01,AU,73060.4794,4730.4421,0.064746935,Netskope,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Hume City Council,31/12/2024,Control,,
327872-05,AU,372.6316,18.6316,0.050000054,Okta,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Loan Market Group Pty Ltd,31/12/2024,Control,,
325969-07,AU,3536.842,176.842,0.049999972,Okta,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Loan Market Group Pty Ltd,31/12/2024,Control,,
320454-03,AU,45469,2273,0.049990103,Okta,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,DEPARTMENT OF CUSTOMER SERVICE (NSW),31/12/2024,Control,NextGen Okta Lead Generation Q3 20,
330423-02,AU,8355.83,806.57,0.096527814,Micro Focus,Surety Solutions Pty Ltd,Surety Solutions Pty Ltd,Queensland Health,31/12/2024,Others,,
328304-03,AU,1590.4,55.79,0.035079225,Rubrik,TECHNOLOGY IN DEPTH PTY LTD,TECHNOLOGY IN DEPTH PTY LTD,TECHNOLOGY IN DEPTH PTY LTD,31/12/2024,Others,,
328383-01,AU,9982.14,700.98,0.070223419,SentinelOne,The Grid Corporation Pty Ltd,The Grid Corporation Pty Ltd,The Grid Corporation Pty Ltd,31/12/2024,Others,,
328296-04,AU,24.9186,3.7384,0.15002448,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,31/12/2024,Others,,
330450-01,AU,19334.4668,5027,0.260001998,Fortinet,TRANSACTION NETWORK SERVICES (UK) LTD,TRANSACTION NETWORK SERVICES (UK) LTD,Transaction Network Services Australia Pty Ltd,31/12/2024,Control,,
330449-01,AU,30875.2095,8027.6162,0.260001999,Fortinet,"Transaction Network Services, Inc","Transaction Network Services, Inc",Transaction Network Services Australia Pty Ltd,31/12/2024,Control,,
330225-01,AU,15934.4,556.6,0.034930716,Mimecast,TRISKELE LABS GLOBAL PTY LTD,TRISKELE LABS GLOBAL PTY LTD,Evolution Healthcare,31/12/2024,Others,,
322444-15,AU,300,10,0.033333333,Okta,Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),Department of Premier and Cabinet (South Australia),31/12/2024,Others,,
327952-01,AU,973273.1177,44811.6193,0.046042183,Arista,Vectec Pty Ltd,Vectec Pty Ltd,AUSTRALIAN SECURITIES EXCHANGE LIMITED,31/12/2024,Control,,
330514-01,AU,18153.597,1053.595,0.058037809,SentinelOne,CTRL SECURITY PTY LTD,CTRL SECURITY PTY LTD,CTRL SECURITY PTY LTD,6/01/2025,Target,,
329552-01,AU,2068.6199,242.4325,0.117195286,Fortinet,Data Haus Pty Ltd,Data Haus Pty Ltd,Data Haus Pty Ltd,6/01/2025,Target,,
330501-01,AU,522.72,39.72,0.075987144,Fortinet,DATA#3 LIMITED,DATA#3 LIMITED,City of Charles Sturt,6/01/2025,Target,,
330401-01,AU,20956.26,1423.4314,0.067923923,Fortinet,IP GLASS PTY LTD,IP GLASS PTY LTD,Baiada Poultry Pty Limited,6/01/2025,Target,,
330509-01,AU,15402.2703,1848.2691,0.119999783,Barracuda,New Era Technology – SE,New Era Technology – SE,City of Prospect,6/01/2025,Target,,
330508-01,AU,85239.7738,4950.1071,0.058072739,SentinelOne,NOVO3 PTY LTD,NOVO3 PTY LTD,NOVO3 PTY LTD,6/01/2025,Target,,
330406-01,AU,113936.004,6551.4472,0.057501114,Fortinet,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Deutsche Group Services Pty Limited,6/01/2025,Target,,
330541-01,AU,5548.6218,887.7185,0.159989008,Fortinet,Quorum Systems Pty Ltd,Quorum Systems Pty Ltd,Seniors Rights Service Limited,6/01/2025,Target,,
330503-01,AU,717.02,75.287,0.104999861,Fortinet,Resolution Technology Pty Ltd,Resolution Technology Pty Ltd,HARMONY GOLD (AUSTRALIA) PTY LIMITED,6/01/2025,Target,,
330536-01,AU,2357.29,538.6629,0.22850939,Fortinet,Ricoh Australia Pty Ltd,Ricoh Australia Pty Ltd,TWIN CITY TRUCK CENTRE,6/01/2025,Target,,
330506-01,AU,543.36,103.2433,0.190009018,Fortinet,Tecala ICT Pty Limited,Tecala ICT Pty Limited,L3 Consulting,6/01/2025,Target,,
330319-01,AU,10401.7784,1445.8784,0.139003,Fortinet,Tecala ICT Pty Limited,Tecala ICT Pty Limited,Metrics Credit Holdings Pty Limited,6/01/2025,Target,,
327344-06,AU,4080.7256,81.6145,0.019999997,Darktrace,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,QUEANBEYAN-PALERANG REGIONAL COUNCIL,6/01/2025,Target,,
326321-08,AU,3341.6842,167.0842,0.049999997,Darktrace,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,THE TRUSTEE FOR TARASCIO NO2 FAMILY TRUST (Trading as Salta Property Group),6/01/2025,Target,,
325992-09,AU,11708.4106,1756.264,0.150000206,"Crowdstrike, Inc.",The Business Doctor NSW Pty Ltd - ( Quo Group),The Business Doctor NSW Pty Ltd - ( Quo Group),The Business Doctor NSW Pty Ltd - ( Quo Group),6/01/2025,Target,,
329497-02,AU,53.0192,7.9531,0.150004149,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,6/01/2025,Target,,
327408-06,AU,53.4754,8.0227,0.150025993,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,6/01/2025,Target,,
326465-08,AU,449.1642,67.3781,0.150007725,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,6/01/2025,Target,,
325603-10,AU,382.231,57.3358,0.150003009,"Crowdstrike, Inc.",The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,The Trustee for DEALER IT - MJ SERVICES TRUST,6/01/2025,Target,,
330472-01,AU,2088.86,519.0558,0.248487596,Fortinet,VINet Solutions Pty Ltd,VINet Solutions Pty Ltd,PKF New England North West,6/01/2025,Target,,
329822-01,AU,2450.001,245.001,0.100000367,Micro Focus,ADACTIN GROUP PTY LTD,ADACTIN GROUP PTY LTD,Australian Bureau of Statistics,6/01/2025,Others,,
328979-02,AU,19366.67,1936.67,0.100000155,Mimecast,Agile Business Technologies Pty Ltd,Agile Business Technologies Pty Ltd,Kincoppal Rose Bay School,6/01/2025,Others,,
326467-08,AU,54.2629,8.14,0.150010412,"Crowdstrike, Inc.",ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,ALLSTARS TRADING PTY LTD - trading as Zirilio,6/01/2025,Control,,
330497-01,AU,5184.55,527.8,0.101802471,SolarWinds Europe,Amidata Ltd,Amidata Ltd,Amidata Ltd,6/01/2025,Others,,
325205-11,AU,7940.5368,652.7533,0.082205185,"Crowdstrike, Inc.",Blue Apache Pty Ltd,Blue Apache Pty Ltd,HSE MINING PTY LTD,6/01/2025,Control,,
330499-01,AU,3675.6318,441.077,0.120000322,Barracuda,Computer One Software (Australia) Pty Ltd,Computer One Software (Australia) Pty Ltd,Computer One Software (Australia) Pty Ltd,6/01/2025,Control,,
330505-01,AU,692.18,124.5967,0.180006212,Fortinet,Converged Medical Solutions Pty Ltd,Converged Medical Solutions Pty Ltd,Qualitas Health,6/01/2025,Control,,
330457-01,AU,6025.0884,410.7108,0.068166767,SentinelOne,Cyber Risk Pty Ltd,Cyber Risk Pty Ltd,Aquila,6/01/2025,Others,,
319889-03,AU,2215.3899,177.2307,0.079999778,Okta,CyberCX Pty Ltd,CyberCX Pty Ltd,TWIN TOWNS SERVICES CLUB LTD,6/01/2025,Control,,
330444-01,AU,49731.7682,2983.8361,0.059998593,"Crowdstrike, Inc.",Cyberlinx Pty Ltd,Cyberlinx Pty Ltd,Wingecarribee Shire Council,6/01/2025,Others,,
330492-01,AU,607.32,109.32,0.180003952,Fortinet,DANET TECHNOLOGY PTY LIMITED & JRK GROUP PTY LTD,DANET TECHNOLOGY PTY LIMITED & JRK GROUP PTY LTD,Complii Fintech Solutions Ltd,6/01/2025,Control,,
330560-01,AU,0,-115,-Infinity,Arista,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,Transport for NSW,6/01/2025,Control,,
330386-02,AU,94403.256,6135.4818,0.064992269,Okta,Datacom Systems (AU) Pty Ltd,Datacom Systems (AU) Pty Ltd,WAVERLEY COUNCIL,6/01/2025,Control,,
330005-01,AU,4178.9571,417.8603,0.099991527,"Crowdstrike, Inc.",DotSec Pty Ltd,DotSec Pty Ltd,DotSec Pty Ltd,6/01/2025,Others,,
330504-01,AU,985.98,177.48,0.180003651,Fortinet,Epic Enterprises (WA) Pty Ltd - t/a Epic IT,Epic Enterprises (WA) Pty Ltd - t/a Epic IT,Bestwest Care,6/01/2025,Control,,
330419-01,AU,1103.56,160.1083,0.145083457,Fortinet,Huon IT Pty Ltd,Huon IT Pty Ltd,Childfund Australia,6/01/2025,Control,,
325926-02,AU,37187.3396,3718.4216,0.0999916,Okta,IDENTIFLY PTY LTD,IDENTIFLY PTY LTD,ROYAL FLYING DOCTOR SERVICE OF AUSTRALIA,6/01/2025,Others,,
320433-03,AU,37443.1523,2245.7533,0.059977677,Okta,IDENTIFLY PTY LTD,IDENTIFLY PTY LTD,ROYAL FLYING DOCTOR SERVICE OF AUSTRALIA,6/01/2025,Others,,
327883-04,AU,1899.5891,190.0482,0.100047005,Infoblox,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,Stanmore Resources Limited,6/01/2025,Control,,
330507-01,AU,45154.68,5678.47,0.125755957,SolarWinds Europe,Iocane Pty Ltd,Iocane Pty Ltd,Australian Pipeline Limited T/as APA Group,6/01/2025,Others,,
330207-01,AU,3026.4,242.2,0.080029077,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,DEVELOPMENT VICTORIA,6/01/2025,Others,,
330337-01,AU,3309.7257,756.2998,0.228508302,Fortinet,Kenso Communications Pty Ltd T/A Kenstra,Kenso Communications Pty Ltd T/A Kenstra,Effective Freight Solutions,6/01/2025,Control,,
330524-01,AU,31.3,5.6333,0.179977636,Fortinet,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,MURCOTTS DRIVING EXCELLENCE,6/01/2025,Control,,
330520-01,AU,659.2202,91.6369,0.139008028,Fortinet,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,KMT Group Pty. Ltd t/a Kaine Mathrick Tech,Sayers Operations Pty Ltd,6/01/2025,Control,,
330553-01,AU,0,-217,-Infinity,Arista,LEIDOS AUSTRALIA PTY LIMITED,LEIDOS AUSTRALIA PTY LIMITED,Department of Defence,6/01/2025,Others,,
330551-01,AU,0,-217,-Infinity,Arista,LEIDOS AUSTRALIA PTY LIMITED,LEIDOS AUSTRALIA PTY LIMITED,Department of Defence,6/01/2025,Others,,
328783-01,AU,1,1,1,Netskope,NEC Australia Pty Ltd,NEC Australia Pty Ltd,Northern Territory of Australia,6/01/2025,Control,,
330459-01,AU,55927.115,2679.501,0.047910589,SentinelOne,NetStrategy Pty Ltd,NetStrategy Pty Ltd,NetStrategy Pty Ltd,6/01/2025,Control,,
